product_id,product_name,category,subcategory,brand,supplier,cost,selling_price,launch_date
PROD1234,Ultra Headphone 888,Electronics,Headphones,Meadowlane,Supplier_007,207.15,273.87,2024-12-29
PROD1235,Compact Home Decor 744,Home & Kitchen,Home Decor,Lumio,Supplier_023,33.36,56.93,2023-05-21
PROD1236,Ultra Outerwear 848,Fashion,Outerwear,Solstice,Supplier_035,60.96,102.54,2024-01-22
PROD1237,Signature Smart Home 255,Electronics,Smart Home,Meadowlane,Supplier_010,136.68,190.21,2025-05-04
PROD1238,Smart Skincare 554,Beauty,Skincare,Novalux,Supplier_013,39.2,85.0,2025-01-02
PROD1239,Deluxe Footwear 638,Fashion,Footwear,TrueForm,Supplier_030,19.28,29.99,2023-05-11
PROD1240,Modern Smart Home 913,Electronics,Smart Home,Novalux,Supplier_012,20.89,29.3,2025-07-06
PROD1241,Classic Footwear 560,Fashion,Footwear,Novalux,Supplier_003,23.94,40.79,2025-04-25
PROD1242,Essential Home Decor 304,Home & Kitchen,Home Decor,Verona Basics,Supplier_004,87.99,166.9,2024-09-04
PROD1243,Smart Headphone 265,Electronics,Headphones,Pulse,Supplier_019,171.94,235.5,2024-03-19
PROD1244,Premium Jewelry & Watche 779,Accessories,Jewelry & Watches,Craftly,Supplier_008,10.91,19.63,2023-03-17
PROD1245,Compact Haircare 330,Beauty,Haircare,Northstead,Supplier_025,14.05,39.81,2024-09-07
PROD1246,Premium Cookware 826,Home & Kitchen,Cookware,Novalux,Supplier_037,104.75,166.72,2023-05-17
PROD1247,Pro Chargers & Cable 421,Electronics,Chargers & Cables,Pulse,Supplier_040,188.22,276.76,2024-05-28
PROD1248,Compact Small Gadget 732,Electronics,Small Gadgets,Verona Basics,Supplier_013,227.68,315.49,2023-01-29
PROD1249,Compact Tech Accessorie 207,Accessories,Tech Accessories,Novalux,Supplier_013,45.09,79.75,2024-06-10
PROD1250,Premium Bag 129,Accessories,Bags,UrbanEdge,Supplier_017,31.5,64.46,2024-01-24
PROD1251,Deluxe Outerwear 950,Fashion,Outerwear,Kindra,Supplier_031,26.94,47.09,2025-08-18
PROD1252,Ultra Fragrance 868,Beauty,Fragrance,Northstead,Supplier_012,9.52,21.0,2025-03-13
PROD1253,Signature Haircare 648,Beauty,Haircare,Northstead,Supplier_016,20.38,36.57,2025-01-04
PROD1254,Premium Skincare 958,Beauty,Skincare,Solstice,Supplier_028,33.51,73.92,2023-04-02
PROD1255,Modern Outerwear 737,Fashion,Outerwear,Craftly,Supplier_023,78.58,130.19,2024-06-06
PROD1256,Deluxe Fitness Gear 358,Sports & Outdoors,Fitness Gear,Novalux,Supplier_002,121.91,158.14,2024-08-12
PROD1257,Ultra Fitness Gear 986,Sports & Outdoors,Fitness Gear,Northstead,Supplier_003,171.98,238.31,2025-02-20
PROD1258,Pro Headphone 293,Electronics,Headphones,Solstice,Supplier_004,91.1,128.51,2025-07-13
PROD1259,Ultra Beauty Tool 346,Beauty,Beauty Tools,Northstead,Supplier_021,40.1,77.67,2025-05-10
